"sector_de_actividad_económica","anio","vab_pb","provincia"
"Agricultura, ganaderia, caza y servicios conexos","2015","15893407221.09845","Buenos Aires"
"Silvicultura, extracción de madera y servicios conexos","2015","35243778.86603","Buenos Aires"
"Pesca","2015","713449791.93407","Buenos Aires"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2015","111134079.50443","Buenos Aires"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2015","366744831.09962","Buenos Aires"
"Elaboración de productos alimenticios y bebidas","2015","12141935918.46419","Buenos Aires"
"Elaboración de productos de tabaco","2015","266947791.71012","Buenos Aires"
"Fabricación de productos textiles","2015","1355345116.60011","Buenos Aires"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2015","2981284550.03886","Buenos Aires"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2015","1303611971.72840","Buenos Aires"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2015","649201723.32706","Buenos Aires"
"Fabricación de papel y de  productos de papel","2015","1721873100.45614","Buenos Aires"
"Edición e impresión; reproducción de grabaciones","2015","1134298785.73907","Buenos Aires"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2015","2277258339.43330","Buenos Aires"
"Fabricación de sustancias y productos químicos","2015","11424524151.50386","Buenos Aires"
"Fabricación de productos de caucho y plástico","2015","3909801741.42431","Buenos Aires"
"Fabricación de productos minerales no metálicos","2015","3007614639.93299","Buenos Aires"
"Fabricación de metales comunes","2015","5123803985.88552","Buenos Aires"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2015","2302417660.65556","Buenos Aires"
"Fabricación de maquinaria y equipo n.c.p.","2015","3079007844.27109","Buenos Aires"
"Fabricación de maquinaria de oficina, contabilidad e informática","2015","68490430.54536","Buenos Aires"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2015","1343921536.89325","Buenos Aires"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2015","358070022.21621","Buenos Aires"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2015","548523341.72417","Buenos Aires"
"Fabricación de vehículos automotores, remolques y semirremolques","2015","2836737045.50961","Buenos Aires"
"Fabricación de equipo de transporte n.c.p.","2015","222719930.74044","Buenos Aires"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2015","1624657766.48129","Buenos Aires"
"Reciclamiento","2015","61696399.27236","Buenos Aires"
"Reparación, mantenimiento e instalación de maquinas y equipos","2015","420242674.85468","Buenos Aires"
"Generación captación y distribución de energía eléctrica","2015","2026514403.48618","Buenos Aires"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2015","1327775992.96660","Buenos Aires"
"Captación , depuración y distribución de agua","2015","456885955.77382","Buenos Aires"
"Construcción","2015","6754972623.22200","Buenos Aires"
"Comercio mayorista, minorista y reparaciones","2015","30084138976.27681","Buenos Aires"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2015","393402096.27252","Buenos Aires"
"Restaurantes, bares y cantinas","2015","2445455296.83099","Buenos Aires"
"Transporte","2015","10118637287.71794","Buenos Aires"
"Comunicaciones","2015","9583138856.36580","Buenos Aires"
"Intermediación financiera y otros servicios financieros","2015","3187421901.98544","Buenos Aires"
"Servicios de seguros","2015","1285485137.19233","Buenos Aires"
"Servicios auxiliares a la actividad financiera","2015","654955001.79182","Buenos Aires"
"Propiedad de la vivienda","2015","13933660538.14478","Buenos Aires"
"Resto","2015","7079679678.61396","Buenos Aires"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2015","8608015525.94404","Buenos Aires"
"Enseñanza pública","2015","6092263822.66082","Buenos Aires"
"Enseñanza privada","2015","2050517126.56127","Buenos Aires"
"Salud pública","2015","1376813161.04793","Buenos Aires"
"Salud privada","2015","3684866959.49257","Buenos Aires"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2015","564456328.64790","Buenos Aires"
"Asociaciones","2015","1468650431.72963","Buenos Aires"
"Servicios culturales y deportivos. Otras actividades","2015","3523650132.86862","Buenos Aires"
"Servicio doméstico","2015","1370357191.91576","Buenos Aires"
"Agricultura, ganaderia, caza y servicios conexos","2016","15710846708.31602","Buenos Aires"
"Silvicultura, extracción de madera y servicios conexos","2016","37726285.83610","Buenos Aires"
"Pesca","2016","716199223.18129","Buenos Aires"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2016","104082537.27867","Buenos Aires"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2016","379551729.36826","Buenos Aires"
"Elaboración de productos alimenticios y bebidas","2016","11891528514.43451","Buenos Aires"
"Elaboración de productos de tabaco","2016","246682384.73127","Buenos Aires"
"Fabricación de productos textiles","2016","1202164758.16371","Buenos Aires"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2016","2656506519.37961","Buenos Aires"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2016","1220692347.47484","Buenos Aires"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2016","574532463.85730","Buenos Aires"
"Fabricación de papel y de  productos de papel","2016","1646800754.00117","Buenos Aires"
"Edición e impresión; reproducción de grabaciones","2016","1141853510.79087","Buenos Aires"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2016","2270497644.31729","Buenos Aires"
"Fabricación de sustancias y productos químicos","2016","11318533894.69912","Buenos Aires"
"Fabricación de productos de caucho y plástico","2016","3478837266.21151","Buenos Aires"
"Fabricación de productos minerales no metálicos","2016","2812000136.44670","Buenos Aires"
"Fabricación de metales comunes","2016","4711841270.20752","Buenos Aires"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2016","2122144976.64592","Buenos Aires"
"Fabricación de maquinaria y equipo n.c.p.","2016","3090868224.81754","Buenos Aires"
"Fabricación de maquinaria de oficina, contabilidad e informática","2016","53861697.08187","Buenos Aires"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2016","1206998999.05097","Buenos Aires"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2016","337450941.52498","Buenos Aires"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2016","454184483.49493","Buenos Aires"
"Fabricación de vehículos automotores, remolques y semirremolques","2016","2463544835.30808","Buenos Aires"
"Fabricación de equipo de transporte n.c.p.","2016","188603851.09634","Buenos Aires"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2016","1473188726.28142","Buenos Aires"
"Reciclamiento","2016","59222942.73478","Buenos Aires"
"Reparación, mantenimiento e instalación de maquinas y equipos","2016","393110920.82885","Buenos Aires"
"Generación captación y distribución de energía eléctrica","2016","2029896290.64327","Buenos Aires"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2016","1412489834.31143","Buenos Aires"
"Captación , depuración y distribución de agua","2016","465707885.26059","Buenos Aires"
"Construcción","2016","5992492456.81246","Buenos Aires"
"Comercio mayorista, minorista y reparaciones","2016","29221260378.99337","Buenos Aires"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2016","368466837.38849","Buenos Aires"
"Restaurantes, bares y cantinas","2016","2548753108.66516","Buenos Aires"
"Transporte","2016","10263464353.23048","Buenos Aires"
"Comunicaciones","2016","9978060744.46025","Buenos Aires"
"Intermediación financiera y otros servicios financieros","2016","2997108154.59030","Buenos Aires"
"Servicios de seguros","2016","1465827229.28670","Buenos Aires"
"Servicios auxiliares a la actividad financiera","2016","646048849.06938","Buenos Aires"
"Propiedad de la vivienda","2016","14166429874.06521","Buenos Aires"
"Resto","2016","6908688952.72993","Buenos Aires"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2016","8535376556.49125","Buenos Aires"
"Enseñanza pública","2016","6064923936.88408","Buenos Aires"
"Enseñanza privada","2016","2087127851.39366","Buenos Aires"
"Salud pública","2016","1465276149.69975","Buenos Aires"
"Salud privada","2016","3789612688.38461","Buenos Aires"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2016","575180567.70536","Buenos Aires"
"Asociaciones","2016","1506662027.91878","Buenos Aires"
"Servicios culturales y deportivos. Otras actividades","2016","3421248281.08600","Buenos Aires"
"Servicio doméstico","2016","1363416360.09480","Buenos Aires"
"Agricultura, ganaderia, caza y servicios conexos","2017","15552077044.43287","Buenos Aires"
"Silvicultura, extracción de madera y servicios conexos","2017","39833424.60834","Buenos Aires"
"Pesca","2017","734741737.91313","Buenos Aires"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2017","104383199.90646","Buenos Aires"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2017","406111672.32062","Buenos Aires"
"Elaboración de productos alimenticios y bebidas","2017","11801671324.40756","Buenos Aires"
"Elaboración de productos de tabaco","2017","250021998.18197","Buenos Aires"
"Fabricación de productos textiles","2017","1158311288.24359","Buenos Aires"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2017","2380029898.15922","Buenos Aires"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2017","1074347273.72255","Buenos Aires"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2017","610931024.20647","Buenos Aires"
"Fabricación de papel y de  productos de papel","2017","1658384415.04186","Buenos Aires"
"Edición e impresión; reproducción de grabaciones","2017","1208003081.73365","Buenos Aires"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2017","2408392403.03659","Buenos Aires"
"Fabricación de sustancias y productos químicos","2017","11519792697.94114","Buenos Aires"
"Fabricación de productos de caucho y plástico","2017","3533987980.89248","Buenos Aires"
"Fabricación de productos minerales no metálicos","2017","3019718837.68298","Buenos Aires"
"Fabricación de metales comunes","2017","5464805001.35933","Buenos Aires"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2017","2364064169.05496","Buenos Aires"
"Fabricación de maquinaria y equipo n.c.p.","2017","3472673728.35319","Buenos Aires"
"Fabricación de maquinaria de oficina, contabilidad e informática","2017","42497434.49050","Buenos Aires"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2017","1202701105.20381","Buenos Aires"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2017","386109749.00098","Buenos Aires"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2017","471039041.96206","Buenos Aires"
"Fabricación de vehículos automotores, remolques y semirremolques","2017","2687573388.87954","Buenos Aires"
